epoch,train_loss,test_loss,train_rmse,test_rmse
0,0.1513292452120198,1.00489260790424,0.3890105978145323,1.00489260790424
1,0.003643395543252866,0.0712117275760923,0.06036054624713784,0.0712117275760923
2,0.003050071377321653,0.054086268510851576,0.05522745130206221,0.054086268510851576
3,0.0028563844078640247,0.0523332385042383,0.05344515326822465,0.0523332385042383
4,0.0027210655148078356,0.0522513318751023,0.052163833398321445,0.0522513318751023
5,0.002622056614916405,0.050552209618550316,0.05120602127598282,0.050552209618550316
6,0.002575219869420627,0.049050056782939944,0.050746624216992275,0.049050056782939944
7,0.0025302395375368276,0.04839188531481215,0.05030148643466541,0.04839188531481215
8,0.002514046015473652,0.04828962137153426,0.050140263416476503,0.04828962137153426
9,0.002550732770843016,0.04864423161352233,0.050504779683145,0.04864423161352233
10,0.0025118828432663426,0.04802399227262739,0.0501186875652819,0.04802399227262739
11,0.0025079442179699097,0.048696619661084295,0.05007937916917411,0.048696619661084295
12,0.0025347305559480825,0.047833405667556304,0.0503461076543965,0.047833405667556304
13,0.002580481466784147,0.04852160392074359,0.05079843960973749,0.04852160392074359
14,0.0026069994059203126,0.05382452527277707,0.051058783827274155,0.05382452527277707
15,0.00253057259996301,0.04960003081606875,0.05030479698759364,0.04960003081606875
16,0.00251423796925964,0.04877750872674755,0.05014217754804472,0.04877750872674755
17,0.0024989805108303,0.04995662737344493,0.04998980406873286,0.04995662737344493
18,0.0024883538934551757,0.04878218588092326,0.04988340298591482,0.04878218588092326
19,0.00250947312813812,0.0486439014974757,0.05009464171084688,0.0486439014974757
20,0.002496538511260263,0.04787891309141741,0.0499653731223961,0.04787891309141741
21,0.002510132645063797,0.04890367228692136,0.05010122398768115,0.04890367228692136
22,0.0024946302174315474,0.04849724041403622,0.04994627330874194,0.04849724041403622
23,0.0025127690811424367,0.0486995553933887,0.05012752817706491,0.0486995553933887
24,0.00251491091315456,0.048967919433259816,0.050148887456797686,0.048967919433259816
25,0.0025313673914926504,0.04774791474588906,0.05031269612625277,0.04774791474588906
26,0.002488105671258325,0.048408468031754914,0.04988091489997276,0.048408468031754914
27,0.0024833407396585754,0.049940544773256074,0.049833128937069315,0.049940544773256074
28,0.002515790108808466,0.04897501922892474,0.05015765254483573,0.04897501922892474
29,0.002531698698037994,0.05023837597463075,0.05031598849310221,0.05023837597463075
30,0.0025175596446213866,0.04783121307963074,0.05017528918323627,0.04783121307963074
31,0.0024806014539606367,0.04898407750102916,0.04980563676895053,0.04898407750102916
32,0.002478521538613644,0.04784723466201156,0.049784752069420256,0.04784723466201156
33,0.0024782310534326524,0.048395445048128614,0.04978183457279023,0.048395445048128614
34,0.0024851363138995407,0.04811078717499589,0.049851141550615874,0.04811078717499589
35,0.0025099332654279286,0.05067819771121181,0.050099234180054374,0.05067819771121181
36,0.002533686622359592,0.047860334749924474,0.050335739016722426,0.047860334749924474
37,0.0024940615460768804,0.04810040632083924,0.04994058015358733,0.04810040632083924
38,0.0025102723681807056,0.04783480779430003,0.05010261837649511,0.04783480779430003
39,0.0025112914214624874,0.048883047149105234,0.05011278700553869,0.048883047149105234
40,0.002482722013334652,0.049220115310698,0.04982692056845026,0.049220115310698
41,0.002500876368727979,0.04803309803931968,0.05000876291939223,0.04803309803931968
42,0.0024546740227982095,0.04854417200179903,0.04954466694608219,0.04854417200179903
43,0.002505836213958194,0.04772154791558245,0.05005832811788857,0.04772154791558245
44,0.002501804203065257,0.048263735337233576,0.05001803877667793,0.048263735337233576
45,0.0024840566763953535,0.04816910127016159,0.049840311760615555,0.04816910127016159
46,0.0024646446663751194,0.047719771798445505,0.04964518774639813,0.047719771798445505
47,0.0024757255339232596,0.04793379638342533,0.04975666321130527,0.04793379638342533
48,0.002480547679732964,0.04839551672220566,0.049805096925244145,0.04839551672220566
49,0.002480097150024741,0.048231240549756,0.04980057379212353,0.048231240549756
50,0.002500464643925969,0.049252734352331705,0.050004646223385775,0.049252734352331705
51,0.0024814746231612765,0.04836165899318266,0.04981440176456279,0.04836165899318266
52,0.002525573781537075,0.04948403341972782,0.050255087120977864,0.04948403341972782
53,0.0024843816476550745,0.049070687701465325,0.04984357177866645,0.049070687701465325
54,0.0024894317587924437,0.05056131346594537,0.0498942056635081,0.05056131346594537
55,0.0024876720006601796,0.048009107924592516,0.049876567651154384,0.048009107924592516
56,0.0025065110434194147,0.04821802390261899,0.050065068095623465,0.04821802390261899
57,0.0024956045684361244,0.04907806885824419,0.049956026347540136,0.04907806885824419
58,0.002495797062075547,0.04913284280026553,0.049957952941203934,0.04913284280026553
59,0.002455917098366419,0.04738443485828923,0.04955721035698457,0.04738443485828923
60,0.002477046166826522,0.04807433326452318,0.049769932357061945,0.04807433326452318
61,0.0024879426602515456,0.04790917993899024,0.04987928087143544,0.04790917993899024
62,0.002471809071570712,0.04812088169192128,0.049717291474603804,0.04812088169192128
63,0.0025198400573119752,0.04771523058742127,0.05019800849946116,0.04771523058742127
64,0.0024880468296466173,0.04902897564020787,0.04988032507559085,0.04902897564020787
65,0.0024910893826866087,0.04909634949290478,0.04991081428595018,0.04909634949290478
66,0.0024701715471136137,0.04773077085006651,0.04970082038672615,0.04773077085006651
67,0.0024799623199704786,0.04831193929694029,0.049799220073917606,0.04831193929694029
68,0.0024805202174791826,0.049092601888064615,0.04980482122725854,0.049092601888064615
69,0.0024832783265695594,0.04796142835663276,0.049832502712281665,0.04796142835663276
70,0.0024753459107970405,0.04761558218994183,0.04975284826818501,0.04761558218994183
71,0.002481645390565068,0.04771099566439675,0.04981611577155597,0.04771099566439675
72,0.002490472494880307,0.04906428904129683,0.049904634002067454,0.04906428904129683
73,0.0024808407157968365,0.048579225819609176,0.04980803866643251,0.048579225819609176
74,0.0024815312136746365,0.047902575812946345,0.04981496977490438,0.047902575812946345
75,0.0024834906825930885,0.04792172819614757,0.04983463336469015,0.04792172819614757
76,0.002460663622471991,0.04761571132038676,0.049605076579640424,0.04761571132038676
77,0.0025085855970265335,0.049086642357370654,0.05008578238409113,0.049086642357370654
78,0.0024773053748899866,0.04796172292224394,0.049772536351787286,0.04796172292224394
79,0.0024737002475216136,0.04917635610586025,0.04973630713595063,0.04917635610586025
80,0.002469424334465685,0.04846385431678094,0.04969330271239461,0.04846385431678094
81,0.0024621901844285544,0.0479542387526513,0.049620461348405,0.0479542387526513
82,0.002473916384931943,0.050044790653846,0.049738479921806446,0.050044790653846
83,0.002479880194088029,0.0487479363772022,0.04979839549712449,0.0487479363772022
84,0.002475225420335761,0.04795304932128933,0.049751637363364846,0.04795304932128933
85,0.002480796204730289,0.048285012971093895,0.049807591838295986,0.048285012971093895
86,0.0024774737886534377,0.04847819637142811,0.049774228157284744,0.04847819637142811
87,0.0024931747852366204,0.04821286137038603,0.049931701205112373,0.04821286137038603
88,0.0024759235600048165,0.04878249136748921,0.04975865311686819,0.04878249136748921
89,0.0024622422015690123,0.050538651045043854,0.04962098549574577,0.050538651045043854
90,0.0024799585663303346,0.04792805516190428,0.04979918238616307,0.04792805516190428
91,0.0024573500105300483,0.04877171176998248,0.049571665400004954,0.04877171176998248
92,0.0024667805750791584,0.04769553691464077,0.04966669482741084,0.04769553691464077
93,0.002493470456026533,0.050373490289881105,0.04993466186955243,0.050373490289881105
94,0.0024663336331343247,0.0477905848371002,0.049662195210585736,0.0477905848371002
95,0.0024719654601742876,0.04866322030941047,0.049718864228522834,0.04866322030941047
96,0.0024702285677001574,0.04793100874804096,0.0497013940216988,0.04793100874804096
97,0.0024705711737699767,0.04846958160435652,0.04970484054667087,0.04846958160435652
98,0.002466147757675788,0.04824501417152934,0.049660323777395855,0.04824501417152934
99,0.0024738536274224675,0.04823700822496983,0.04973784904298202,0.04823700822496983
